MEASURE,TYPE,HILO,DECS,GOAL,AVG,VISN,FACILITY,LOCATION,VALUE,SCORE,TREND,NOTES
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,0,VISN 21,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,459,"Honolulu, HI (VISN 21 facility 459)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,570,Central California (VISN 21 facility 570),,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,612,"Martinez, CA (VISN 21 facility 612)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,612A4,"Sacramento, CA (VISN 21 facility 612A4)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,640,"Palo Alto, CA (VISN 21 facility 640)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,654,Sierra Nevada (VISN 21 facility 654),,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,21,662,"San Francisco, CA (VISN 21 facility 662)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,0,VISN 22,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,593,"Las Vegas, NV (VISN 22 facility 593)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,600,"Long Beach, CA (VISN 22 facility 600)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,605,"Loma Linda, CA (VISN 22 facility 605)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,664,"San Diego, CA (VISN 22 facility 664)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,22,691,"Los Angeles, CA (VISN 22 facility 691)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,0,VISN 23,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,437,"Fargo, ND (VISN 23 facility 437)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,438,"Sioux Falls, SD (VISN 23 facility 438)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,568,"Fort Meade, SD (VISN 23 facility 568)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,568A4,"Hot Springs, SD (VISN 23 facility 568A4)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,618,"Minneapolis, MN (VISN 23 facility 618)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,636,"Omaha, NE (VISN 23 facility 636)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,636A6,"Des Moines, IA (VISN 23 facility 636A6)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,636A7,"Knoxville, IA (VISN 23 facility 636A7)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,636A8,"Iowa City, IA (VISN 23 facility 636A8)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,23,656,"St. Cloud, MN (VISN 23 facility 656)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,6,637,"Asheville, NC (VISN 06 facility 637)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,6,652,"Richmond, VA (VISN 06 facility 652)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,6,658,"Salem, VA (VISN 06 facility 658)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,6,659,"Salisbury, NC (VISN 06 facility 659)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,0,VISN 07,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,508,"Atlanta, GA (VISN 07 facility 508)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,509,"Augusta, GA (VISN 07 facility 509)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,521,"Birmingham, AL (VISN 07 facility 521)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,534,"Charleston, SC (VISN 07 facility 534)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,544,"Columbia, SC (VISN 07 facility 544)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,557,"Dublin, GA (VISN 07 facility 557)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,619,Central Alabama (VISN 07 facility 619),,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,619A4,"Tuskegee, AL (VISN 07 facility 619A4)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,7,679,"Tuscaloosa, AL (VISN 07 facility 679)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,0,VISN 08,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,516,"Bay Pines, FL (VISN 08 facility 516)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,546,"Miami, FL (VISN 08 facility 546)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,548,"West Palm Beach, FL (VISN 08 facility 548)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,573,"Gainesville, FL (VISN 08 facility 573)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,573A4,"Lake City, FL (VISN 08 facility 573A4)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,672,"San Juan, PR (VISN 08 facility 672)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,673,"Tampa, FL (VISN 08 facility 673)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,8,675,"Orlando, FL (VISN 08 facility 675)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,0,VISN 09,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,581,"Huntington, WV (VISN 09 facility 581)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,596,"Lexington, KY (VISN 09 facility 596)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,603,"Louisville, KY (VISN 09 facility 603)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,614,"Memphis, TN (VISN 09 facility 614)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,621,"Mountain Home, TN (VISN 09 facility 621)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,626,"Nashville, TN (VISN 09 facility 626)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,9,626A4,"Murfreesboro, TN (VISN 09 facility 626A4)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,10,0,VISN 10,,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,10,538,"Chillicothe, OH (VISN 10 facility 538)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,10,539,"Cincinnati, OH (VISN 10 facility 539)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - AMI RSMR (see definition),outcomes,lower,2,,,10,541,"Cleveland, OH (VISN 10 facility 541)",,0,,insufficient data is available to calculate this measure
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,0,VISN 01,8.69,5,0,value meets or exceeds aspirational goal; 5 of 5 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,402,"Togus, ME (VISN 01 facility 402)",9.46,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,405,"White River Junction, VT (VISN 01 facility 405)",8.95,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,518,"Bedford, MA (VISN 01 facility 518)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,523A4,"Boston, MA (VISN 01 facility 523A4)",7.89,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,523A5,"Brockton, MA (VISN 01 facility 523A5)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,608,"Manchester, NH (VISN 01 facility 608)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,631,"Northampton, MA (VISN 01 facility 631)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,650,"Providence, RI (VISN 01 facility 650)",10.04,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,1,689,Connecticut (VISN 01 facility 689),8.1,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,0,VISN 02,11.49,5,0,value meets or exceeds aspirational goal; 3 of 4 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,528,Western New York (VISN 02 facility 528),13.58,4,0,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,528A5,"Canandaigua, NY (VISN 02 facility 528A5)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,528A6,"Bath, NY (VISN 02 facility 528A6)",10.86,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,528A7,"Syracuse, NY (VISN 02 facility 528A7)",9.41,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,2,528A8,"Albany, NY (VISN 02 facility 528A8)",11.3,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,0,VISN 03,10.74,5,0,value meets or exceeds aspirational goal; 5 of 6 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,526,"Bronx, NY (VISN 03 facility 526)",13.56,4,1,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,561,New Jersey (VISN 03 facility 561),11.86,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,620,"Hudson Valley, NY (VISN 03 facility 620)",7.98,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,620A4,"Castle Point, NY (VISN 03 facility 620A4)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,630,New York Harbor (VISN 03 facility 630),8.7,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,630A4,New York Harbor - Brooklyn (VISN 03 facility 630A4),8.57,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,3,632,"Northport, NY (VISN 03 facility 632)",12.17,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,0,VISN 04,10.64,5,0,value meets or exceeds aspirational goal; 8 of 9 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,460,"Wilmington, DE (VISN 04 facility 460)",11.25,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,503,"Altoona, PA (VISN 04 facility 503)",9.2,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,529,"Butler, PA (VISN 04 facility 529)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,540,"Clarksburg, WV (VISN 04 facility 540)",13.26,4,0,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,542,"Coatesville, PA (VISN 04 facility 542)",10.67,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,562,"Erie, PA (VISN 04 facility 562)",11.81,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,595,"Lebanon, PA (VISN 04 facility 595)",11.95,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,642,"Philadelphia, PA (VISN 04 facility 642)",9.92,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,646,"Pittsburgh, PA (VISN 04 facility 646)",9.26,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,4,693,"Wilkes-Barre, PA (VISN 04 facility 693)",8.81,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,5,0,VISN 05,10.15,5,0,value meets or exceeds aspirational goal; 4 of 4 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,5,512,Maryland (VISN 05 facility 512),9.56,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,5,512A5,"Perry Point, MD (VISN 05 facility 512A5)",9.53,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,5,613,"Martinsburg, WV (VISN 05 facility 613)",9.85,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,5,688,"Washington, DC (VISN 05 facility 688)",11.46,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,6,0,VISN 06,10.88,5,0,value meets or exceeds aspirational goal; 7 of 8 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,6,517,"Beckley, WV (VISN 06 facility 517)",13.03,4,-1,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,6,558,"Durham, NC (VISN 06 facility 558)",8.51,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,6,565,"Fayetteville, NC (VISN 06 facility 565)",11.61,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,6,590,"Hampton, VA (VISN 06 facility 590)",9.43,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,10,552,"Dayton, OH (VISN 10 facility 552)",10.6,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,0,VISN 11,9.71,5,0,value meets or exceeds aspirational goal; 6 of 7 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,506,"Ann Arbor, MI (VISN 11 facility 506)",8.3,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,515,"Battle Creek, MI (VISN 11 facility 515)",12.62,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,550,"Illiana, IL / IN (VISN 11 facility 550)",9.84,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,553,"Detroit, MI (VISN 11 facility 553)",9.37,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,583,"Indianapolis, IN (VISN 11 facility 583)",8.96,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,610A4,Northern Indiana (VISN 11 facility 610A4),13.79,4,0,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,11,655,"Saginaw, MI (VISN 11 facility 655)",10.02,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,0,VISN 12,9.5,5,0,value meets or exceeds aspirational goal; 7 of 7 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,537,"Chicago, IL (VISN 12 facility 537)",9.02,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,556,"North Chicago, IL (VISN 12 facility 556)",11.92,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,578,"Hines, IL (VISN 12 facility 578)",10.04,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,585,"Iron Mountain, MI (VISN 12 facility 585)",9.81,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,607,"Madison, WI (VISN 12 facility 607)",7.13,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,676,"Tomah, WI (VISN 12 facility 676)",10.36,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,12,695,"Milwaukee, WI (VISN 12 facility 695)",9.28,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,0,VISN 15,11.06,5,0,value meets or exceeds aspirational goal; 8 of 8 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,589,"Kansas City, MO (VISN 15 facility 589)",12.54,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,589A4,"Columbia, MO (VISN 15 facility 589A4)",12.47,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,589A5,"Topeka, KS (VISN 15 facility 589A5)",9.17,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,589A6,"Leavenworth, KS (VISN 15 facility 589A6)",10.75,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,589A7,"Wichita, KS (VISN 15 facility 589A7)",11.72,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,657,"St. Louis, MO (VISN 15 facility 657)",10.55,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,657A4,"Poplar Bluff, MO (VISN 15 facility 657A4)",10.77,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,15,657A5,"Marion, IL (VISN 15 facility 657A5)",7.96,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,0,VISN 16,11.57,5,0,value meets or exceeds aspirational goal; 7 of 9 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,502,"Alexandria, LA (VISN 16 facility 502)",10.57,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,520,"Gulf Coast, MS (VISN 16 facility 520)",9.76,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,564,"Fayetteville, AR (VISN 16 facility 564)",10.74,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,580,"Houston, TX (VISN 16 facility 580)",12.16,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,586,"Jackson, MS (VISN 16 facility 586)",12.08,5,1,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,598,Central Arkansas (VISN 16 facility 598),9.69,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,623,"Muskogee, OK (VISN 16 facility 623)",12.57,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,629,"New Orleans, LA (VISN 16 facility 629)",,0,,no data available; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,635,"Oklahoma City, OK (VISN 16 facility 635)",13.5,4,0,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,16,667,"Shreveport, LA (VISN 16 facility 667)",13.34,4,-1,value within 10% of aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,17,0,VISN 17,10.89,5,0,value meets or exceeds aspirational goal; 3 of 3 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,17,549,North Texas (VISN 17 facility 549),12.61,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,17,671,South Texas (VISN 17 facility 671),9.64,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,17,674,Central Texas (VISN 17 facility 674),10.38,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,0,VISN 18,11.25,5,0,value meets or exceeds aspirational goal; 6 of 6 facilities meet aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,501,New Mexico (VISN 18 facility 501),9.98,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,504,"Amarillo, TX (VISN 18 facility 504)",10.69,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,519,West Texas (VISN 18 facility 519),10.07,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,644,"Phoenix, AZ (VISN 18 facility 644)",11.39,5,0,value meets or exceeds aspirational goal; 
Effectiveness - Mortality Outcomes - Pneumonia RSMR,outcomes,lower,2,12.92,10.61,18,649,Northern Arizona (VISN 18 facility 649),11.55,5,0,value meets or exceeds aspirational goal; 
